invoice_no,customer_id,product_id,quantity,transaction_date,total_amount
INV00037034,CUST01154,PROD00074,5,2022-09-06,2198.0
INV00037035,CUST01469,PROD00090,5,2023-02-15,1512.75
INV00037036,CUST04172,PROD00101,10,2024-01-06,2799.7
INV00037037,CUST03670,PROD00141,2,2022-08-02,628.96
INV00037038,CUST04546,PROD00124,1,2023-10-14,353.38
INV00037039,CUST04478,PROD00030,7,2024-07-22,1376.76
INV00037040,CUST03866,PROD00118,10,2024-08-12,2180.4
INV00037041,CUST02901,PROD00025,4,2024-11-02,881.96
INV00037042,CUST01594,PROD00046,6,2023-07-14,1462.32
INV00037043,CUST01742,PROD00159,6,2024-10-08,280.38
INV00037044,CUST01649,PROD00056,3,2024-07-24,485.07
INV00037045,CUST00738,PROD00043,2,2024-01-15,545.32
INV00037046,CUST04885,PROD00195,9,2023-11-27,4445.01
INV00037047,CUST00748,PROD00064,6,2023-09-24,1895.16
INV00037048,CUST01113,PROD00091,2,2023-10-23,990.46
INV00037049,CUST00555,PROD00109,1,2024-09-08,371.38
INV00037050,CUST03658,PROD00198,5,2024-04-21,1083.05
INV00037051,CUST03919,PROD00021,4,2023-10-11,331.52
INV00037052,CUST01926,PROD00033,4,2024-11-23,1568.68
INV00037053,CUST03246,PROD00129,2,2024-03-02,587.72
INV00037054,CUST02732,PROD00022,5,2023-12-29,319.2
INV00037055,CUST04883,PROD00172,1,2022-12-21,410.09
INV00037056,CUST00980,PROD00014,10,2023-05-07,4259.8
INV00037057,CUST00932,PROD00173,2,2022-12-17,59.52
INV00037058,CUST00477,PROD00070,5,2024-10-22,498.8
INV00037059,CUST04081,PROD00098,9,2024-03-17,504.45
INV00037060,CUST01630,PROD00135,9,2023-07-31,2045.7
INV00037061,CUST00440,PROD00084,1,2024-06-01,491.11
INV00037062,CUST04750,PROD00181,4,2023-05-19,861.04
INV00037063,CUST02495,PROD00035,2,2024-03-21,799.58
INV00037064,CUST00174,PROD00094,10,2022-05-30,4577.9
INV00037065,CUST00354,PROD00137,8,2023-12-26,883.84
INV00037066,CUST01009,PROD00118,4,2022-06-24,872.16
INV00037067,CUST02701,PROD00106,3,2024-08-23,124.95
INV00037068,CUST04016,PROD00086,3,2023-10-22,1104.24
INV00037069,CUST02052,PROD00169,2,2023-02-05,703.86
INV00037070,CUST03307,PROD00064,6,2022-08-14,1895.16
INV00037071,CUST02137,PROD00189,1,2024-09-21,249.28
INV00037072,CUST02326,PROD00051,7,2024-03-03,820.61
INV00037073,CUST03011,PROD00026,3,2023-01-12,830.73
INV00037074,CUST02047,PROD00129,1,2023-10-30,293.86
INV00037075,CUST00572,PROD00092,1,2024-04-22,166.0
INV00037076,CUST01438,PROD00065,5,2023-07-07,637.6
INV00037077,CUST00260,PROD00106,8,2023-10-06,333.2
INV00037078,CUST00519,PROD00143,5,2023-10-30,149.95
INV00037079,CUST01999,PROD00140,2,2024-02-13,774.58
INV00037080,CUST00598,PROD00170,1,2023-07-26,105.99
INV00037081,CUST03904,PROD00075,3,2024-04-19,914.16
INV00037082,CUST00334,PROD00191,2,2024-06-23,788.9
INV00037083,CUST02065,PROD00024,6,2024-06-02,2023.02
INV00037084,CUST01059,PROD00050,10,2023-09-04,4764.7
INV00037085,CUST03078,PROD00061,5,2023-01-03,2339.85
INV00037086,CUST03684,PROD00101,4,2023-05-13,1119.88
INV00037087,CUST04408,PROD00081,4,2024-04-16,162.76
INV00037088,CUST02101,PROD00006,6,2023-09-13,2918.1
INV00037089,CUST03122,PROD00193,2,2023-04-15,518.48
INV00037090,CUST01914,PROD00196,2,2024-07-09,298.58
INV00037091,CUST01538,PROD00121,5,2024-02-02,252.95
INV00037092,CUST01939,PROD00048,1,2023-09-21,480.95
INV00037093,CUST00438,PROD00055,3,2023-08-12,943.17
INV00037094,CUST04659,PROD00047,7,2024-05-09,445.55
INV00037095,CUST00694,PROD00067,3,2024-01-16,292.56
INV00037096,CUST04744,PROD00019,8,2024-06-29,885.04
INV00037097,CUST02889,PROD00042,9,2024-04-13,2425.23
INV00037098,CUST04740,PROD00111,7,2023-11-06,1939.42
INV00037099,CUST00680,PROD00185,9,2024-08-06,1703.16
INV00037100,CUST02995,PROD00181,1,2024-09-26,215.26
INV00037101,CUST01484,PROD00136,9,2024-09-14,2772.63
INV00037102,CUST03630,PROD00004,4,2023-03-08,1422.8
INV00037103,CUST04081,PROD00056,4,2023-06-17,646.76
INV00037104,CUST03367,PROD00082,6,2023-01-31,640.02
INV00037105,CUST04930,PROD00073,7,2024-10-21,1526.84
INV00037106,CUST03556,PROD00012,4,2023-01-05,261.64
INV00037107,CUST00815,PROD00067,10,2022-10-15,975.2
INV00037108,CUST02221,PROD00162,1,2023-03-23,409.54
INV00037109,CUST01969,PROD00098,9,2024-05-10,504.45
INV00037110,CUST02273,PROD00027,4,2023-02-22,637.72
INV00037111,CUST02427,PROD00051,6,2024-05-15,703.38
INV00037112,CUST03460,PROD00169,4,2024-08-24,1407.72
INV00037113,CUST04704,PROD00009,8,2024-05-05,753.6
INV00037114,CUST02706,PROD00162,6,2023-02-14,2457.24
INV00037115,CUST00060,PROD00176,8,2023-06-09,1449.68
INV00037116,CUST04076,PROD00127,6,2023-12-21,1368.54
INV00037117,CUST04430,PROD00084,4,2022-09-29,1964.44
INV00037118,CUST02015,PROD00097,7,2024-06-15,3420.69
INV00037119,CUST02583,PROD00053,9,2024-07-27,3648.15
INV00037120,CUST02253,PROD00071,7,2023-05-01,1461.39
INV00037121,CUST01140,PROD00172,6,2022-08-21,2460.54
INV00037122,CUST02268,PROD00064,9,2024-10-24,2842.74
INV00037123,CUST02743,PROD00058,5,2022-12-02,1266.25
INV00037124,CUST00996,PROD00130,9,2024-04-08,2387.25
INV00037125,CUST04005,PROD00020,8,2022-10-18,2674.0
INV00037126,CUST00403,PROD00045,4,2022-12-11,631.48
INV00037127,CUST04829,PROD00178,2,2023-03-26,86.38
INV00037128,CUST04509,PROD00089,8,2023-02-15,3149.68
INV00037129,CUST00316,PROD00064,8,2022-04-30,2526.88
INV00037130,CUST02442,PROD00041,3,2024-09-01,1063.71
INV00037131,CUST01424,PROD00143,1,2024-05-21,29.99
INV00037132,CUST04959,PROD00161,9,2023-10-24,3882.15
INV00037133,CUST00366,PROD00128,10,2024-02-01,3376.7
INV00037134,CUST01551,PROD00134,4,2024-10-15,251.8
INV00037135,CUST01031,PROD00103,3,2023-03-10,879.54
INV00037136,CUST02725,PROD00004,4,2024-08-29,1422.8
INV00037137,CUST04542,PROD00102,3,2024-03-17,296.88
INV00037138,CUST03658,PROD00098,10,2022-02-10,560.5
INV00037139,CUST02000,PROD00196,9,2024-06-28,1343.61
INV00037140,CUST00093,PROD00058,10,2023-05-03,2532.5
INV00037141,CUST04099,PROD00081,3,2024-10-29,122.07
INV00037142,CUST00328,PROD00096,4,2023-07-07,911.24
INV00037143,CUST03569,PROD00070,8,2023-08-21,798.08
INV00037144,CUST00692,PROD00091,3,2022-10-04,1485.69
INV00037145,CUST03694,PROD00057,3,2023-03-17,1227.36
INV00037146,CUST01325,PROD00067,1,2023-06-20,97.52
INV00037147,CUST02357,PROD00092,2,2023-11-28,332.0
INV00037148,CUST00135,PROD00195,9,2024-02-26,4445.01
INV00037149,CUST02907,PROD00132,6,2023-02-11,36.0
INV00037150,CUST01923,PROD00145,8,2023-05-18,1567.04
INV00037151,CUST04157,PROD00143,2,2024-11-12,59.98
INV00037152,CUST04570,PROD00066,9,2023-12-16,770.31
INV00037153,CUST02509,PROD00191,10,2024-03-30,3944.5
INV00037154,CUST01989,PROD00185,9,2024-04-30,1703.16
INV00037155,CUST04162,PROD00054,8,2024-08-14,2721.52
INV00037156,CUST03516,PROD00042,7,2024-07-21,1886.29
INV00037157,CUST03055,PROD00167,8,2022-10-11,2205.6
INV00037158,CUST03337,PROD00068,4,2024-07-04,59.2
INV00037159,CUST04797,PROD00127,3,2024-08-25,684.27
INV00037160,CUST01790,PROD00152,3,2022-09-08,1113.03
INV00037161,CUST03921,PROD00002,10,2024-11-18,2822.5
INV00037162,CUST02049,PROD00134,5,2024-02-26,314.75
INV00037163,CUST02930,PROD00187,2,2023-08-01,886.12
INV00037164,CUST02159,PROD00158,2,2022-08-27,891.16
INV00037165,CUST03292,PROD00130,8,2024-08-27,2122.0
INV00037166,CUST03528,PROD00135,4,2024-08-21,909.2
INV00037167,CUST00368,PROD00065,5,2022-08-25,637.6
INV00037168,CUST02887,PROD00195,6,2024-12-02,2963.34
INV00037169,CUST04532,PROD00053,2,2024-12-31,810.7
INV00037170,CUST04626,PROD00034,3,2024-06-20,199.71
INV00037171,CUST03713,PROD00055,3,2022-08-08,943.17
INV00037172,CUST04908,PROD00072,8,2023-11-11,3742.56
INV00037173,CUST04477,PROD00075,1,2023-07-02,304.72
INV00037174,CUST02254,PROD00042,7,2022-06-17,1886.29
INV00037175,CUST02850,PROD00147,2,2023-02-26,546.58
INV00037176,CUST02983,PROD00161,4,2024-12-12,1725.4
INV00037177,CUST04880,PROD00157,1,2022-05-03,166.89
INV00037178,CUST00136,PROD00162,9,2024-02-01,3685.86
INV00037179,CUST00687,PROD00027,10,2024-06-29,1594.3
INV00037180,CUST03843,PROD00115,6,2023-09-20,541.14
INV00037181,CUST00375,PROD00113,10,2023-01-10,762.5
INV00037182,CUST03830,PROD00069,3,2024-02-12,595.17
INV00037183,CUST04855,PROD00069,10,2022-10-17,1983.9
INV00037184,CUST01058,PROD00022,8,2024-10-21,510.72
INV00037185,CUST02577,PROD00153,4,2023-01-15,445.04
INV00037186,CUST00345,PROD00032,9,2023-06-24,116.55
INV00037187,CUST02192,PROD00165,3,2022-12-24,1494.45
INV00037188,CUST04159,PROD00181,5,2024-08-15,1076.3
INV00037189,CUST02624,PROD00190,8,2022-12-08,1161.92
INV00037190,CUST02004,PROD00167,7,2022-11-30,1929.9
INV00037191,CUST01658,PROD00123,8,2024-12-06,2580.88
INV00037192,CUST01806,PROD00071,1,2022-12-08,208.77
INV00037193,CUST01608,PROD00087,5,2023-09-05,312.55
INV00037194,CUST02100,PROD00052,8,2023-11-05,3522.16
INV00037195,CUST02816,PROD00184,5,2024-01-10,1497.15
INV00037196,CUST01626,PROD00127,7,2022-10-16,1596.63
INV00037197,CUST04691,PROD00194,5,2023-10-19,652.05
INV00037198,CUST02877,PROD00152,6,2024-10-13,2226.06
INV00037199,CUST04868,PROD00112,2,2024-10-07,692.88
INV00037200,CUST00973,PROD00068,5,2024-06-14,74.0
INV00037201,CUST04897,PROD00093,1,2022-03-10,470.93
INV00037202,CUST03227,PROD00001,1,2022-11-03,69.32
INV00037203,CUST01373,PROD00033,9,2023-09-13,3529.53
INV00037204,CUST02816,PROD00099,5,2024-05-16,1380.75
INV00037205,CUST03369,PROD00005,4,2024-11-10,360.72
INV00037206,CUST01216,PROD00141,8,2024-08-29,2515.84
INV00037207,CUST00068,PROD00082,5,2024-06-09,533.35
INV00037208,CUST03026,PROD00036,7,2023-12-13,2169.16
INV00037209,CUST03668,PROD00183,3,2024-05-27,901.68
INV00037210,CUST02353,PROD00160,9,2024-12-15,3641.04
INV00037211,CUST02201,PROD00169,5,2023-08-27,1759.65
INV00037212,CUST04388,PROD00139,7,2022-10-10,58.17
INV00037213,CUST02569,PROD00033,9,2024-06-30,3529.53
INV00037214,CUST00443,PROD00118,4,2023-11-09,872.16
INV00037215,CUST02500,PROD00083,2,2024-05-29,387.62
INV00037216,CUST02001,PROD00008,6,2023-03-19,502.32
INV00037217,CUST03340,PROD00036,1,2024-01-11,309.88
INV00037218,CUST04340,PROD00060,10,2023-07-27,1598.7
INV00037219,CUST01760,PROD00177,10,2024-05-20,128.3
INV00037220,CUST02237,PROD00189,1,2023-03-26,249.28
INV00037221,CUST04916,PROD00122,8,2022-08-24,2231.36
INV00037222,CUST04820,PROD00066,9,2023-06-01,770.31
INV00037223,CUST02393,PROD00157,4,2023-12-26,667.56
INV00037224,CUST01539,PROD00016,1,2024-11-15,20.27
INV00037225,CUST02652,PROD00006,9,2023-06-29,4377.15
INV00037226,CUST01259,PROD00101,7,2022-12-21,1959.79
INV00037227,CUST01932,PROD00090,4,2024-07-02,1210.2
INV00037228,CUST01056,PROD00048,8,2024-01-30,3847.6
INV00037229,CUST04093,PROD00118,8,2023-07-06,1744.32
INV00037230,CUST03316,PROD00188,7,2023-05-15,1363.11
INV00037231,CUST00053,PROD00018,8,2023-12-26,602.96
INV00037232,CUST01118,PROD00177,9,2024-09-01,115.47
INV00037233,CUST00761,PROD00039,7,2024-06-30,1971.9
INV00037234,CUST00841,PROD00061,6,2024-10-13,2807.82
INV00037235,CUST03823,PROD00197,10,2024-03-11,3865.2
INV00037236,CUST03155,PROD00072,1,2022-08-27,467.82
INV00037237,CUST03275,PROD00061,6,2023-06-09,2807.82
INV00037238,CUST03055,PROD00116,6,2024-02-21,2778.78
INV00037239,CUST00074,PROD00059,10,2024-06-17,400.9
INV00037240,CUST02478,PROD00073,10,2024-11-24,2181.2
INV00037241,CUST04684,PROD00031,7,2023-03-06,3176.25
INV00037242,CUST00709,PROD00013,6,2022-12-19,401.64
INV00037243,CUST02241,PROD00138,9,2024-07-11,4228.47
INV00037244,CUST03000,PROD00120,6,2024-11-23,1390.32
INV00037245,CUST01233,PROD00195,8,2022-11-06,3951.12
INV00037246,CUST00700,PROD00137,2,2023-11-30,220.96
INV00037247,CUST04301,PROD00100,2,2024-08-22,979.16
INV00037248,CUST04838,PROD00096,2,2024-10-25,455.62
INV00037249,CUST02141,PROD00030,8,2023-09-19,1573.44
INV00037250,CUST04756,PROD00067,4,2023-09-11,390.08
INV00037251,CUST02471,PROD00059,3,2022-12-06,120.27
INV00037252,CUST01611,PROD00005,3,2023-05-15,270.54
INV00037253,CUST00892,PROD00095,2,2024-12-19,21.36
INV00037254,CUST03745,PROD00090,4,2022-12-05,1210.2
INV00037255,CUST03028,PROD00150,5,2022-09-08,1821.15
INV00037256,CUST03315,PROD00139,3,2022-11-08,24.93
INV00037257,CUST00477,PROD00149,3,2023-03-21,342.42
INV00037258,CUST00196,PROD00085,2,2024-05-24,787.02
INV00037259,CUST03683,PROD00129,3,2023-09-21,881.58
INV00037260,CUST04560,PROD00158,5,2024-11-09,2227.9
INV00037261,CUST04125,PROD00126,7,2023-11-26,1988.07
INV00037262,CUST02591,PROD00083,9,2023-05-21,1744.29
INV00037263,CUST02422,PROD00126,4,2022-12-17,1136.04
INV00037264,CUST02043,PROD00100,4,2023-01-08,1958.32
INV00037265,CUST00741,PROD00017,6,2023-12-04,184.14
INV00037266,CUST03902,PROD00098,1,2023-02-10,56.05
INV00037267,CUST03144,PROD00087,8,2024-07-26,500.08
INV00037268,CUST00087,PROD00054,7,2023-05-31,2381.33
INV00037269,CUST00747,PROD00145,10,2024-04-12,1958.8
INV00037270,CUST00343,PROD00102,4,2024-01-30,395.84
INV00037271,CUST04130,PROD00161,7,2024-09-11,3019.45
INV00037272,CUST03160,PROD00149,3,2023-02-23,342.42
INV00037273,CUST03369,PROD00154,3,2024-09-19,1002.51
INV00037274,CUST04311,PROD00008,3,2024-10-26,251.16
INV00037275,CUST01403,PROD00037,9,2024-09-16,3801.78
INV00037276,CUST00937,PROD00041,5,2024-10-05,1772.85
INV00037277,CUST04242,PROD00154,5,2023-08-26,1670.85
INV00037278,CUST00346,PROD00096,6,2023-05-21,1366.86
INV00037279,CUST01994,PROD00174,1,2024-05-17,456.2
INV00037280,CUST02063,PROD00168,6,2023-11-27,2021.88
INV00037281,CUST02818,PROD00105,4,2023-10-11,1049.0
INV00037282,CUST04908,PROD00093,9,2023-07-14,4238.37
INV00037283,CUST03707,PROD00069,7,2024-06-10,1388.73
INV00037284,CUST02067,PROD00068,2,2022-12-11,29.6
INV00037285,CUST01590,PROD00194,4,2024-12-26,521.64
INV00037286,CUST03646,PROD00051,10,2023-09-14,1172.3
INV00037287,CUST00588,PROD00027,8,2024-03-16,1275.44
INV00037288,CUST03044,PROD00095,5,2023-11-18,53.4
INV00037289,CUST01045,PROD00018,4,2024-08-06,301.48
INV00037290,CUST00284,PROD00200,7,2022-02-11,2806.02
INV00037291,CUST04302,PROD00106,1,2023-08-07,41.65
INV00037292,CUST02011,PROD00084,4,2023-10-04,1964.44
INV00037293,CUST00363,PROD00161,8,2023-10-06,3450.8
INV00037294,CUST01546,PROD00148,5,2022-11-10,2350.65
INV00037295,CUST03614,PROD00104,3,2023-08-12,318.6
INV00037296,CUST02622,PROD00049,7,2024-05-01,2510.41
INV00037297,CUST01599,PROD00005,4,2024-01-07,360.72
INV00037298,CUST00680,PROD00095,10,2023-06-14,106.8
INV00037299,CUST01057,PROD00162,1,2022-10-15,409.54
INV00037300,CUST00862,PROD00157,8,2024-01-07,1335.12
INV00037301,CUST02042,PROD00188,10,2024-01-25,1947.3
INV00037302,CUST00935,PROD00096,8,2024-07-25,1822.48
INV00037303,CUST02355,PROD00136,6,2022-12-13,1848.42
INV00037304,CUST01948,PROD00103,4,2024-07-06,1172.72
INV00037305,CUST01419,PROD00144,6,2022-08-28,1893.66
INV00037306,CUST01242,PROD00089,8,2024-07-14,3149.68
INV00037307,CUST01219,PROD00044,9,2023-07-08,1958.85
INV00037308,CUST02563,PROD00030,4,2024-12-19,786.72
INV00037309,CUST01207,PROD00138,10,2024-08-25,4698.3
INV00037310,CUST02550,PROD00193,4,2024-05-27,1036.96
INV00037311,CUST01819,PROD00114,7,2024-06-30,2097.9
INV00037312,CUST01036,PROD00129,8,2024-11-12,2350.88
INV00037313,CUST00913,PROD00044,8,2024-10-06,1741.2
INV00037314,CUST01195,PROD00051,4,2023-05-07,468.92
INV00037315,CUST01426,PROD00027,8,2023-10-31,1275.44
INV00037316,CUST04420,PROD00126,8,2024-11-29,2272.08
INV00037317,CUST03300,PROD00157,1,2024-04-29,166.89
INV00037318,CUST01365,PROD00017,1,2024-03-20,30.69
INV00037319,CUST03990,PROD00069,5,2023-10-14,991.95
INV00037320,CUST00778,PROD00075,10,2023-07-28,3047.2
INV00037321,CUST03041,PROD00185,8,2022-09-13,1513.92
INV00037322,CUST02407,PROD00111,8,2023-02-12,2216.48
INV00037323,CUST01085,PROD00157,10,2022-10-30,1668.9
INV00037324,CUST04761,PROD00043,1,2024-10-10,272.66
INV00037325,CUST00668,PROD00104,9,2023-08-04,955.8
INV00037326,CUST01458,PROD00098,1,2022-08-09,56.05
INV00037327,CUST02661,PROD00177,7,2024-05-12,89.81
INV00037328,CUST03203,PROD00040,9,2024-09-11,2277.36
INV00037329,CUST02010,PROD00007,4,2023-08-05,908.64
INV00037330,CUST01878,PROD00133,8,2023-08-06,729.36
INV00037331,CUST03039,PROD00135,1,2023-06-02,227.3
INV00037332,CUST03442,PROD00021,3,2024-03-06,248.64
INV00037333,CUST02886,PROD00036,3,2024-01-13,929.64
INV00037334,CUST01040,PROD00084,3,2024-12-30,1473.33
INV00037335,CUST04188,PROD00040,2,2024-03-12,506.08
INV00037336,CUST02688,PROD00029,9,2024-09-01,2302.2
INV00037337,CUST01557,PROD00180,1,2022-09-11,180.66
INV00037338,CUST02135,PROD00080,4,2023-05-25,1361.52
INV00037339,CUST04567,PROD00091,2,2023-04-12,990.46
INV00037340,CUST02215,PROD00132,1,2023-03-19,6.0
INV00037341,CUST03953,PROD00086,4,2022-03-11,1472.32
INV00037342,CUST02151,PROD00073,7,2024-11-25,1526.84
INV00037343,CUST03707,PROD00043,3,2022-07-06,817.98
INV00037344,CUST02474,PROD00137,10,2024-11-16,1104.8
INV00037345,CUST04331,PROD00119,1,2023-11-01,349.42
INV00037346,CUST00826,PROD00128,2,2024-12-29,675.34
INV00037347,CUST02375,PROD00050,6,2023-10-11,2858.82
INV00037348,CUST04917,PROD00128,6,2022-06-17,2026.02
INV00037349,CUST04193,PROD00170,10,2024-03-19,1059.9
INV00037350,CUST04373,PROD00079,9,2023-09-27,1530.54
INV00037351,CUST00950,PROD00037,5,2022-11-28,2112.1
INV00037352,CUST01659,PROD00023,9,2024-04-23,3451.86
INV00037353,CUST00145,PROD00150,4,2024-06-22,1456.92
INV00037354,CUST03874,PROD00096,9,2024-10-17,2050.29
INV00037355,CUST04257,PROD00085,3,2023-11-08,1180.53
INV00037356,CUST01932,PROD00169,8,2024-12-17,2815.44
INV00037357,CUST01658,PROD00101,2,2024-11-01,559.94
INV00037358,CUST04510,PROD00014,5,2022-10-30,2129.9
INV00037359,CUST01145,PROD00153,1,2024-05-27,111.26
INV00037360,CUST01759,PROD00125,4,2023-03-16,759.04
INV00037361,CUST01473,PROD00027,4,2022-04-06,637.72
INV00037362,CUST00766,PROD00194,4,2022-11-01,521.64
INV00037363,CUST04814,PROD00152,6,2023-04-29,2226.06
INV00037364,CUST01145,PROD00168,7,2024-11-15,2358.86
INV00037365,CUST02956,PROD00200,6,2022-12-06,2405.16
INV00037366,CUST02654,PROD00016,8,2023-12-02,162.16
INV00037367,CUST01197,PROD00127,10,2023-06-28,2280.9
INV00037368,CUST02396,PROD00018,9,2023-11-29,678.33
INV00037369,CUST03701,PROD00053,3,2022-05-22,1216.05
INV00037370,CUST00644,PROD00043,3,2024-10-22,817.98
INV00037371,CUST04764,PROD00038,6,2023-02-02,319.62
INV00037372,CUST04045,PROD00091,6,2024-09-28,2971.38
INV00037373,CUST03029,PROD00164,2,2023-02-21,444.0
INV00037374,CUST03026,PROD00149,9,2023-06-25,1027.26
INV00037375,CUST01951,PROD00143,6,2023-12-22,179.94
INV00037376,CUST02826,PROD00001,7,2023-11-26,485.24
INV00037377,CUST01785,PROD00113,7,2024-09-01,533.75
INV00037378,CUST03633,PROD00159,10,2023-05-24,467.3
INV00037379,CUST02354,PROD00017,4,2023-01-06,122.76
INV00037380,CUST04888,PROD00058,10,2024-12-21,2532.5
INV00037381,CUST01587,PROD00133,4,2022-07-30,364.68
INV00037382,CUST04334,PROD00006,3,2022-09-28,1459.05
INV00037383,CUST00076,PROD00118,5,2024-06-27,1090.2
INV00037384,CUST04716,PROD00052,1,2023-01-29,440.27
INV00037385,CUST00145,PROD00091,6,2023-07-06,2971.38
INV00037386,CUST00703,PROD00078,9,2023-11-30,418.86
INV00037387,CUST02056,PROD00043,9,2022-12-18,2453.94
INV00037388,CUST04780,PROD00021,10,2022-08-29,828.8
INV00037389,CUST00993,PROD00039,1,2022-11-15,281.7
INV00037390,CUST03947,PROD00197,1,2024-06-09,386.52
INV00037391,CUST03857,PROD00130,5,2022-10-23,1326.25
INV00037392,CUST03922,PROD00058,5,2024-02-04,1266.25
INV00037393,CUST03363,PROD00036,8,2023-09-07,2479.04
INV00037394,CUST03209,PROD00152,3,2023-03-18,1113.03
INV00037395,CUST01045,PROD00039,8,2022-02-15,2253.6
INV00037396,CUST02267,PROD00015,3,2023-05-03,526.74
INV00037397,CUST02277,PROD00182,7,2024-06-22,781.2
INV00037398,CUST02856,PROD00181,7,2022-11-26,1506.82
INV00037399,CUST04459,PROD00031,3,2023-01-17,1361.25
INV00037400,CUST02156,PROD00097,8,2024-06-10,3909.36
INV00037401,CUST02473,PROD00139,9,2023-07-29,74.79
INV00037402,CUST02281,PROD00089,10,2023-01-09,3937.1
INV00037403,CUST04157,PROD00061,5,2023-10-05,2339.85
INV00037404,CUST04615,PROD00113,1,2024-08-12,76.25
INV00037405,CUST00109,PROD00036,10,2023-10-15,3098.8
INV00037406,CUST01128,PROD00111,6,2023-08-11,1662.36
INV00037407,CUST03714,PROD00061,4,2022-08-21,1871.88
INV00037408,CUST01883,PROD00086,10,2023-05-01,3680.8
INV00037409,CUST01121,PROD00113,6,2022-08-21,457.5
INV00037410,CUST01071,PROD00062,4,2024-11-19,1704.36
INV00037411,CUST03455,PROD00027,4,2024-07-14,637.72
INV00037412,CUST03397,PROD00140,5,2023-02-23,1936.45
INV00037413,CUST02619,PROD00069,10,2024-09-13,1983.9
INV00037414,CUST00838,PROD00034,5,2022-11-26,332.85
INV00037415,CUST01991,PROD00063,8,2023-08-21,3928.32
INV00037416,CUST04612,PROD00103,3,2023-03-20,879.54
INV00037417,CUST01416,PROD00121,2,2023-12-28,101.18
INV00037418,CUST01842,PROD00199,6,2023-08-25,642.48
INV00037419,CUST01707,PROD00183,1,2023-05-26,300.56
INV00037420,CUST02432,PROD00129,3,2022-12-12,881.58
INV00037421,CUST03079,PROD00020,6,2024-03-14,2005.5
INV00037422,CUST00074,PROD00147,8,2024-11-17,2186.32
INV00037423,CUST03244,PROD00166,2,2024-11-28,236.88
INV00037424,CUST01424,PROD00192,9,2024-12-09,1815.66
INV00037425,CUST02248,PROD00064,8,2024-12-29,2526.88
INV00037426,CUST01796,PROD00036,6,2023-02-21,1859.28
INV00037427,CUST03909,PROD00017,3,2024-01-25,92.07
INV00037428,CUST01022,PROD00110,10,2024-02-25,3172.0
INV00037429,CUST04305,PROD00060,7,2022-12-23,1119.09
INV00037430,CUST00384,PROD00132,4,2023-05-05,24.0
INV00037431,CUST00861,PROD00127,4,2022-06-13,912.36
INV00037432,CUST02510,PROD00099,6,2023-04-10,1656.9
INV00037433,CUST01101,PROD00001,10,2022-12-02,693.2
INV00037434,CUST03261,PROD00189,8,2022-09-05,1994.24
INV00037435,CUST04827,PROD00044,8,2024-10-29,1741.2
INV00037436,CUST01613,PROD00120,3,2022-10-03,695.16
INV00037437,CUST01934,PROD00156,4,2022-12-25,1490.8
INV00037438,CUST00265,PROD00073,2,2023-08-17,436.24
INV00037439,CUST00606,PROD00033,10,2022-10-13,3921.7
INV00037440,CUST01013,PROD00185,6,2024-03-28,1135.44
INV00037441,CUST02465,PROD00110,9,2024-06-28,2854.8
INV00037442,CUST02034,PROD00113,6,2024-08-13,457.5
INV00037443,CUST00991,PROD00084,4,2024-10-31,1964.44
INV00037444,CUST03857,PROD00113,2,2023-07-10,152.5
INV00037445,CUST04356,PROD00051,7,2022-07-14,820.61
INV00037446,CUST02236,PROD00010,5,2024-10-08,268.15
INV00037447,CUST02464,PROD00174,7,2024-03-18,3193.4
INV00037448,CUST01218,PROD00183,8,2024-11-14,2404.48
INV00037449,CUST00044,PROD00197,3,2022-08-05,1159.56
INV00037450,CUST03518,PROD00191,9,2024-10-17,3550.05
INV00037451,CUST00319,PROD00103,4,2023-01-21,1172.72
INV00037452,CUST01856,PROD00101,6,2024-09-08,1679.82
INV00037453,CUST02913,PROD00011,6,2024-11-22,2416.44
INV00037454,CUST00523,PROD00169,1,2023-11-22,351.93
INV00037455,CUST02408,PROD00059,3,2023-08-24,120.27
INV00037456,CUST02589,PROD00056,9,2023-05-13,1455.21
INV00037457,CUST01691,PROD00038,8,2023-05-13,426.16
INV00037458,CUST00463,PROD00037,7,2023-02-18,2956.94
INV00037459,CUST04835,PROD00181,4,2023-02-05,861.04
INV00037460,CUST04487,PROD00083,10,2024-04-30,1938.1
INV00037461,CUST00649,PROD00106,3,2024-09-22,124.95
INV00037462,CUST04666,PROD00153,10,2024-05-09,1112.6
INV00037463,CUST04248,PROD00087,6,2024-10-02,375.06
INV00037464,CUST03075,PROD00033,3,2024-08-25,1176.51
INV00037465,CUST03950,PROD00036,2,2023-02-09,619.76
INV00037466,CUST00563,PROD00060,5,2022-10-12,799.35
INV00037467,CUST02492,PROD00135,1,2024-08-23,227.3
INV00037468,CUST02205,PROD00191,7,2023-02-16,2761.15
INV00037469,CUST01893,PROD00071,5,2022-08-16,1043.85
INV00037470,CUST01086,PROD00026,4,2022-12-12,1107.64
INV00037471,CUST02230,PROD00129,4,2022-12-11,1175.44
INV00037472,CUST04923,PROD00071,2,2024-04-23,417.54
INV00037473,CUST00590,PROD00034,10,2023-09-13,665.7
INV00037474,CUST04521,PROD00198,2,2024-03-01,433.22
INV00037475,CUST04649,PROD00101,9,2023-03-28,2519.73
INV00037476,CUST00618,PROD00048,1,2022-01-30,480.95
